subject,code,course,section,type,days,time
AAAS,106A,East Asian Civilizations (LEC),A 0,Lecture,MW,12:00 pm - 1:00 pm
AAAS,106A,East Asian Civilizations (DIS),A01,Discussion,F,10:50 am - 11:50 am
AAAS,106A,East Asian Civilizations (DIS),A02,Discussion,F,10:50 am - 11:50 am
AAAS,106A,East Asian Civilizations (DIS),A03,Discussion,F,12:00 pm - 1:00 pm
AAAS,106A,East Asian Civilizations (DIS),A04,Discussion,F,12:00 pm - 1:00 pm
AAAS,111,"Music Cultures: Far East, Asia",01,Discussion,TR,1:15 pm - 2:40 pm
AAAS,188F,Chinese Music Ensemble,01,Discussion,MW,1:10 pm - 2:10 pm
AAAS,210,Intro To Japanese Culture,01,Discussion,TR,1:15 pm - 2:40 pm
AAAS,219,Structure of Japanese,01,Discussion,TR,4:25 pm - 5:50 pm
AAAS,254,Pop Culture in Contemp Japan,90,Lecture,MW,5:50 pm - 7:15 pm
AAAS,259,Eastern Asia: Land and People,90,Lecture,TR,11:40 am - 1:05 pm
AAAS,272,Island Culture:TaiwanFilm&Fict,01,Discussion,TR,4:25 pm - 5:50 pm
AAAS,280A,Intro Asian American Studies,02,Discussion,TR,1:15 pm - 2:40 pm
AAAS,284A,China in Contemporary World,A 0,Lecture,MW,2:20 pm - 3:20 pm
AAAS,284A,China in Contemporary World,A01,Discussion,F,12:00 pm - 1:00 pm
AAAS,284A,China in Contemporary World,A02,Discussion,F,12:00 pm - 1:00 pm
AAAS,284A,China in Contemporary World,A03,Discussion,F,1:10 pm - 2:10 pm
AAAS,284A,China in Contemporary World,A04,Discussion,F,1:10 pm - 2:10 pm
AAAS,288A,Remembering Race,01,Discussion,TR,4:25 pm - 5:50 pm
AAAS,313,Religions & Culture of Korea,01,Discussion,TR,8:30 am - 9:55 am
AAAS,344,Buddhist Ethics,01,Discussion,TR,1:15 pm - 2:40 pm
AAAS,350,Modern Japanese Lit. in Trans,90,Lecture,TR,11:40 am - 1:05 pm
AAAS,352,20th C Chinese Fiction in Tran,01,Discussion,TR,1:15 pm - 2:40 pm
AAAS,363,"Gender,Culture & KoreanSociety",01,Discussion,TR,2:50 pm - 4:15 pm
AAAS,380B,Multicultural Psychology,01,Discussion,TR,8:30 am - 9:55 am
AAAS,380D,Asian&LatAme Immigration to US,02,Discussion,TR,4:25 pm - 5:50 pm
AAAS,380F,Afro-Asian Connections,01,Discussion,M,12:00 pm - 3:00 pm
AAAS,380H,Asians & Jews in Mod US,A 0,Lecture,MW,2:20 pm - 3:20 pm
AAAS,380H,Asians & Jews in Mod US,A01,Discussion,F,12:00 pm - 1:00 pm
AAAS,380H,Asians & Jews in Mod US,A02,Discussion,F,1:10 pm - 2:10 pm
AAAS,380K,Dances of South Asia,01,Discussion,TR,10:05 am - 11:25 am
AAAS,380P,"Migration, Citznshp & Humn Rts",01,Discussion,T,5:50 pm - 8:50 pm
AAAS,380Q,Introduction to Asian Theatre,01,Discussion,TR,4:25 pm - 5:50 pm
AAAS,383B,Language Politics,01,Discussion,TR,11:40 am - 1:05 pm
AAAS,384S,The Politics of Memory,01,Discussion,MWF,9:40 am - 10:40 am
AAAS,386B,Beijing Opera Face Painting,01,Discussion,TR,3:35 pm - 5:45 pm
AAAS,386C,Beijing Opera Combat,01,Discussion,TR,3:35 pm - 5:45 pm
AAAS,397,Independent Study,02,Independent Study,,TBA
AAAS,397,Independent Study,03,Independent Study,,TBA
AAAS,397,Independent Study,04,Independent Study,,TBA
AAAS,397,Independent Study,05,Independent Study,,TBA
AAAS,397,Independent Study,06,Independent Study,,TBA
AAAS,397,Independent Study,07,Independent Study,,TBA
AAAS,397,Independent Study,08,Independent Study,,TBA
AAAS,397,Independent Study,09,Independent Study,,TBA
AAAS,397,Independent Study,10,Independent Study,,TBA
AAAS,397,Independent Study,13,Independent Study,,TBA
AAAS,397,Independent Study,15,Independent Study,,TBA
AAAS,397,Independent Study,16,Independent Study,,TBA
AAAS,397,Independent Study,17,Independent Study,,TBA
AAAS,397,Independent Study,18,Independent Study,,TBA
AAAS,397,Independent Study,19,Independent Study,,TBA
AAAS,397,Independent Study,20,Independent Study,,TBA
AAAS,397,Independent Study,21,Independent Study,,TBA
AAAS,397,Independent Study,22,Independent Study,,TBA
AAAS,397,Independent Study,25,Independent Study,,TBA
AAAS,397,Independent Study,27,Independent Study,,TBA
AAAS,414,Economic Development,01,Discussion,MW,8:05 am - 9:30 am
AAAS,450,Women in PreMod JPN Lit/Cult,01,Discussion,T,4:25 pm - 7:25 pm
AAAS,454,Unresolved Issues:Wars in Asia,90,Seminar,TR,8:30 am - 9:55 am
AAAS,461,Li Bai and Du Fu,01,Discussion,TR,4:25 pm - 5:50 pm
AAAS,463,Medicine and Body in East Asia,01,Discussion,W,4:40 pm - 7:40 pm
AAAS,473,Imperialism In East Asia,01,Seminar,M,3:30 pm - 6:30 pm
AAAS,480C,Asian Migration,01,Discussion,TR,2:50 pm - 4:15 pm
AAAS,480I,Social Justice,01,Seminar,R,1:40 pm - 4:40 pm
AAAS,480I,Social Justice,02,Seminar,T,5:50 pm - 8:50 pm
AAAS,480J,The Korean/American Wave,01,Discussion,M,4:40 pm - 7:40 pm
AAAS,480K,Contemporary Ecologies,90,Discussion,M,8:30 am - 11:30 am
AAAS,480L,Scholarly Methods in Translati,01,Discussion,TR,8:30 am - 9:55 am
AAAS,480N,21st Cent Longings: In Transit,01,Discussion,M,1:10 pm - 4:10 pm
AAAS,480V,Fourth Year Korean I,01,Discussion,MW,4:40 pm - 6:05 pm
AAAS,480Y,Intro Computer Assisted Transl,01,Discussion,M,2:20 pm - 5:20 pm
AAAS,483C,History of Chinese Literature,01,Discussion,MW,7:25 pm - 8:50 pm
AAAS,491,Practicum in Teaching,02,Independent Study,,TBA
AAAS,491,Practicum in Teaching,03,Independent Study,,TBA
AAAS,491,Practicum in Teaching,05,Independent Study,,TBA
AAAS,491,Practicum in Teaching,06,Independent Study,,TBA
AAAS,491,Practicum in Teaching,08,Independent Study,,TBA
AAAS,491,Practicum in Teaching,09,Independent Study,,TBA
AAAS,491,Practicum in Teaching,13,Independent Study,,TBA
AAAS,491,Practicum in Teaching,15,Independent Study,,TBA
AAAS,491,Practicum in Teaching,16,Independent Study,,TBA
AAAS,491,Practicum in Teaching,18,Independent Study,,TBA
AAAS,491,Practicum in Teaching,20,Independent Study,,TBA
AAAS,491,Practicum in Teaching,21,Independent Study,,TBA
AAAS,491,Practicum in Teaching,22,Independent Study,,TBA
AAAS,491,Practicum in Teaching,23,Independent Study,,TBA
AAAS,491,Practicum in Teaching,24,Independent Study,,TBA
AAAS,491,Practicum in Teaching,25,Independent Study,,TBA
AAAS,491,Practicum in Teaching,26,Independent Study,,TBA
AAAS,491,Practicum in Teaching,27,Independent Study,,TBA
AAAS,497,Independent Study,19,Independent Study,,TBA
AAAS,497,Independent Study,23,Independent Study,,TBA
AAAS,498,Honors Thesis I,19,Independent Study,,TBA
AAAS,498,Honors Thesis I,22,Independent Study,,TBA
AAAS,498,Honors Thesis I,23,Independent Study,,TBA
AAAS,531,Unresolved Issues:Wars in Asia,90,Seminar,TR,8:30 am - 9:55 am
AAAS,533,Women in PreMod JPN Lit/Cult,01,Discussion,T,4:25 pm - 7:25 pm
AAAS,580A,Medicine and Body in East Asia,01,Discussion,W,4:40 pm - 7:40 pm
AAAS,580D,Media in the Global South,01,Seminar,MW,1:15 pm - 2:40 pm
AAAS,580H,Fourth Year Korean I,01,Seminar,MW,4:40 pm - 6:05 pm
AAAS,580K,The Korean/American Wave,01,Discussion,M,4:40 pm - 7:40 pm
AAAS,580P,History of Chinese Literature,01,Discussion,MW,7:25 pm - 8:50 pm
AAAS,580Y,Intro Computer Assisted Transl,01,Seminar,M,2:20 pm - 5:20 pm
AAAS,582D,Scholarly Methods in Translati,01,Seminar,TR,8:30 am - 9:55 am
AAAS,595,Internship,19,Internship,,TBA
AAAS,597,Independent Study,02,Independent Study,,TBA
AAAS,597,Independent Study,04,Independent Study,,TBA
AAAS,597,Independent Study,05,Independent Study,,TBA
AAAS,597,Independent Study,07,Independent Study,,TBA
AAAS,597,Independent Study,08,Independent Study,,TBA
AAAS,597,Independent Study,09,Independent Study,,TBA
AAAS,597,Independent Study,10,Independent Study,,TBA
AAAS,597,Independent Study,13,Independent Study,,TBA
AAAS,597,Independent Study,14,Independent Study,,TBA
AAAS,597,Independent Study,16,Independent Study,,TBA
AAAS,597,Independent Study,17,Independent Study,,TBA
AAAS,597,Independent Study,18,Independent Study,,TBA
AAAS,597,Independent Study,20,Independent Study,,TBA
AAAS,597,Independent Study,21,Independent Study,,TBA
AAAS,597,Independent Study,22,Independent Study,,TBA
AAAS,597,Independent Study,23,Independent Study,,TBA
AAAS,597,Independent Study,24,Independent Study,,TBA
AAAS,597,Independent Study,26,Independent Study,,TBA
AAAS,597A,Independent Study,05,Independent Study,,TBA
AAAS,597A,Independent Study,08,Independent Study,,TBA
AAAS,597A,Independent Study,15,Independent Study,,TBA
AAAS,599,Thesis,04,Independent Study,,TBA
AAAS,599,Thesis,05,Independent Study,,TBA
AAAS,599,Thesis,13,Independent Study,,TBA
AAAS,599,Thesis,14,Independent Study,,TBA
AAAS,599,Thesis,16,Independent Study,,TBA
AAAS,599,Thesis,17,Independent Study,,TBA
AAAS,599,Thesis,18,Independent Study,,TBA
AAAS,599,Thesis,19,Independent Study,,TBA
AAAS,599,Thesis,21,Independent Study,,TBA
AAAS,599,Thesis,23,Independent Study,,TBA
ACCT,211,Financial Accounting (DIS),A01,Discussion,MWF,12:00 pm - 1:00 pm
ACCT,211,Financial Accounting (DIS),A02,Discussion,MWF,12:00 pm - 1:00 pm
ACCT,211,Financial Accounting (ACT),A50,Activity,M,8:30 am - 9:30 am
ACCT,211,Financial Accounting (ACT),A51,Activity,W,8:30 am - 9:30 am
ACCT,211,Financial Accounting (ACT),A52,Activity,M,5:50 pm - 6:50 pm
ACCT,211,Financial Accounting (ACT),A53,Activity,W,5:50 pm - 6:50 pm
ACCT,211,Financial Accounting (ACT),A54,Activity,F,8:30 am - 9:30 am
ACCT,211,Financial Accounting (ACT),A55,Activity,M,4:40 pm - 5:40 pm
ACCT,211,Financial Accounting (ACT),A56,Activity,W,4:40 pm - 5:40 pm
ACCT,211,Financial Accounting (ACT),A57,Activity,W,7:00 pm - 8:00 pm
ACCT,212,Managerial Accounting,01,Discussion,MW,7:35 pm - 9:00 pm
ACCT,212,Managerial Accounting,02,Discussion,MW,6:00 pm - 7:25 pm
ACCT,305,Cost Accounting,01,Discussion,MW,10:05 am - 11:30 am
ACCT,305,Cost Accounting,02,Discussion,MW,11:40 am - 1:05 pm
ACCT,305,Cost Accounting,03,Discussion,MW,2:50 pm - 4:15 pm
ACCT,305,Cost Accounting,04,Discussion,MW,4:25 pm - 5:50 pm
ACCT,311,Intermed Accounting Theory I,01,Discussion,TR,8:30 am - 9:55 am
ACCT,311,Intermed Accounting Theory I,02,Discussion,TR,10:05 am - 11:30 am
ACCT,311,Intermed Accounting Theory I,03,Discussion,MW,7:35 pm - 9:00 pm
ACCT,312,Intermediate Acctg Theory II,01,Discussion,TR,2:50 pm - 4:15 pm
ACCT,312,Intermediate Acctg Theory II,02,Discussion,TR,1:15 pm - 2:40 pm
ACCT,312,Intermediate Acctg Theory II,03,Discussion,MW,6:00 pm - 7:25 pm
ACCT,460,Auditing,01,Discussion,MW,8:30 am - 9:55 am
ACCT,460,Auditing,02,Discussion,MW,10:05 am - 11:30 am
ACCT,460,Auditing,03,Discussion,TR,8:30 am - 9:55 am
ACCT,460,Auditing,04,Discussion,TR,10:05 am - 11:30 am
ACCT,476,Entity Taxation,01,Discussion,TR,6:00 pm - 7:25 pm
ACCT,476,Entity Taxation,02,Discussion,TR,4:25 pm - 5:50 pm
ACCT,495,Internship,16,Internship,,TBA
ACCT,497,Readings And Research,05,Independent Study,,TBA
ACCT,497,Readings And Research,09,Independent Study,,TBA
ACCT,497,Readings And Research,20,Independent Study,,TBA
ACCT,497,Readings And Research,65,Independent Study,,TBA
ACCT,497,Readings And Research,90,Independent Study,,TBA
ACCT,540,Financial Accounting Theory,01,Discussion,TR,10:05 am - 11:30 am
ACCT,540,Financial Accounting Theory,02,Discussion,TR,1:15 pm - 2:40 pm
ACCT,541,Audit & Managerial Acct Theory,01,Discussion,TR,10:05 am - 11:30 am
ACCT,541,Audit & Managerial ACCT Theory,02,Discussion,TR,1:15 pm - 2:40 pm
ACCT,550,Accounting Information Systems,01,Discussion,MW,2:50 pm - 4:15 pm
ACCT,550,Accounting Information Systems,02,Discussion,MW,4:25 pm - 5:50 pm
ACCT,555,Advanced Accounting Theory,01,Discussion,MW,11:40 am - 1:05 pm
ACCT,555,Advanced Accounting Theory,02,Discussion,MW,1:15 pm - 2:40 pm
ACCT,573,Individual Tax,01,Discussion,MW,10:05 am - 11:30 am
ACCT,573,Individual Tax,02,Discussion,MW,8:30 am - 9:55 am
ACCT,576,Entity Taxation,01,Discussion,TR,6:00 pm - 7:25 pm
ACCT,576,Entity Taxation,02,Discussion,TR,4:25 pm - 5:50 pm
ACCT,581A,Arbitrage Strategies,01,Discussion,MW,2:50 pm - 4:15 pm
ACCT,583A,Asset Management Tax,01,Discussion,M,11:40 am - 1:05 pm
ACCT,583H,FIN ACCT Aspects of Income Tax,01,Discussion,M,1:15 pm - 2:40 pm
ACCT,583I,State and Local Tax,01,Discussion,T,6:00 pm - 9:00 pm
ACCT,595,Internship,16,Internship,,TBA
ACCT,597,Independent Study,05,Independent Study,,TBA
ACCT,597,Independent Study,20,Independent Study,,TBA
ACCT,597,Independent Study,28,Independent Study,,TBA
ACCT,597,Independent Study,37,Independent Study,,TBA
ACCT,597,Independent Study,94,Independent Study,,TBA
AFST,101,Intro To Africana Studies,90,Lecture,TR,8:30 am - 9:55 am
AFST,101,Intro To Africana Studies,91,Lecture,TR,2:50 pm - 4:15 pm
AFST,171,Intro to African Religion,01,Discussion,TR,10:05 am - 11:30 am
AFST,175,Introduction to African Art,01,Discussion,M,3:30 pm - 6:30 pm
AFST,180E,Religions of the World,01,Discussion,TR,11:40 am - 1:05 pm
AFST,180R,"Music Cults:Africa,Carib,Amer",01,Discussion,TR,11:40 am - 1:05 pm
AFST,188B,Intro to African Drumming,01,Discussion,MW,10:50 am - 11:50 am
AFST,212,African Intellectual Traditns,01,Discussion,W,3:30 pm - 6:30 pm
AFST,225,Africans in the Indian Ocean,01,Discussion,TR,1:15 pm - 2:40 pm
AFST,229,Beginning African Dance,01,Discussion,MW,2:50 pm - 5:00 pm
AFST,229,Beginning African Dance,02,Discussion,MW,2:50 pm - 5:00 pm
AFST,280D,Youth & Pop. Cult in N Africa,01,Discussion,TR,11:40 am - 1:05 pm
AFST,280F,"Race,Class,Gender, Inequality",01,Discussion,TR,4:25 pm - 5:50 pm
AFST,280N,Black&Blue Blues In AfnAmn Lit,01,Discussion,TR,10:05 am - 11:30 am
AFST,329,Advanced African Dance,01,Discussion,TR,2:50 pm - 5:00 pm
AFST,372,Arabic Civilization & Culture,01,Discussion,TR,10:05 am - 11:30 am
AFST,380A,Multicultural Psychology,01,Discussion,TR,8:30 am - 9:55 am
AFST,380C,Afro-Asian Connections,01,Discussion,M,12:00 pm - 3:00 pm
AFST,380E,Psychology of Racism,01,Discussion,W,1:40 pm - 4:40 pm
AFST,380H,Revolution:  Idea and Movement,01,Discussion,TR,11:40 am - 1:05 pm
AFST,380I,"Identity, Sexuality & Gender",01,Discussion,TR,10:05 am - 11:30 am
AFST,380S,Global Politics & Human Rights,01,Discussion,R,5:50 pm - 8:50 pm
AFST,380T,Intro-Community&Public Health,01,Discussion,W,8:30 am - 11:30 am
AFST,384E,Women & U.S. Criminal Jus Sys,90,Lecture,T,1:40 pm - 4:40 pm
AFST,386F,Issues in Feminine Writ&Films,01,Discussion,MW,2:20 pm - 3:45 pm
AFST,395,Internship,03,Internship,,TBA
AFST,397,Independent Study,01,Independent Study,,TBA
AFST,397,Independent Study,02,Independent Study,,TBA
AFST,397,Independent Study,03,Independent Study,,TBA
AFST,397,Independent Study,06,Independent Study,,TBA
AFST,397,Independent Study,07,Independent Study,,TBA
AFST,397,Independent Study,08,Independent Study,,TBA
AFST,397,Independent Study,09,Independent Study,,TBA
AFST,397,Independent Study,13,Independent Study,,TBA
AFST,397,Independent Study,14,Independent Study,,TBA
AFST,397,Independent Study,16,Independent Study,,TBA
AFST,450,Global Health,01,Discussion,T,4:25 pm - 7:25 pm
AFST,463,Contemporary Ecologies,01,Seminar,M,8:30 am - 11:30 am
AFST,480B,21st Cent Longings: In Transit,01,Seminar,M,1:10 pm - 4:10 pm
AFST,480L,Prisoner Rights Activism&State,01,Seminar,T,6:00 pm - 9:00 pm
AFST,480M,History & Memory,01,Discussion,M,3:30 pm - 6:30 pm
AFST,491,Practicum In College Teaching,01,Independent Study,,TBA
AFST,495,Internship Project,01,Internship,,TBA
AFST,497,Advanced Independent Study,01,Independent Study,,TBA
AFST,497,Advanced Independent Study,02,Independent Study,,TBA
AFST,497,Advanced Independent Study,03,Independent Study,,TBA
AFST,497,Advanced Independent Study,06,Independent Study,,TBA
AFST,497,Advanced Independent Study,07,Independent Study,,TBA
AFST,497,Advanced Independent Study,08,Independent Study,,TBA
AFST,497,Advanced Independent Study,10,Independent Study,,TBA
AFST,497,Advanced Independent Study,13,Independent Study,,TBA
AFST,497,Advanced Independent Study,14,Independent Study,,TBA
AFST,499,Afst Honors Thesis,01,Independent Study,,TBA
AFST,499,Afst Honors Thesis,02,Independent Study,,TBA
AFST,499,Afst Honors Thesis,07,Independent Study,,TBA
ANTH,111,Intro to Anthropology (LEC),A 0,Lecture,MWF,2:20 pm - 3:20 pm
ANTH,111,Intro to Anthropology (DIS),A01,Discussion,T,8:30 am - 9:30 am
ANTH,111,Intro to Anthropology (DIS),A02,Discussion,T,8:30 am - 9:30 am
ANTH,111,Intro to Anthropology (DIS),A03,Discussion,T,10:05 am - 11:05 am
ANTH,111,Intro to Anthropology (DIS),A04,Discussion,T,10:05 am - 11:05 am
ANTH,111,Intro to Anthropology (DIS),A05,Discussion,T,11:40 am - 12:40 pm
ANTH,111,Intro to Anthropology (DIS),A06,Discussion,T,11:40 am - 12:40 pm
ANTH,111,Intro to Anthropology (DIS),A07,Discussion,T,1:15 pm - 2:15 pm
ANTH,111,Intro to Anthropology (DIS),A08,Discussion,T,1:15 pm - 2:15 pm
ANTH,111,Intro to Anthropology (DIS),A09,Discussion,T,2:50 pm - 3:50 pm
ANTH,111,Intro to Anthropology (DIS),A10,Discussion,T,2:50 pm - 3:50 pm
ANTH,111,Intro to Anthropology (DIS),A11,Discussion,T,4:25 pm - 5:25 pm
ANTH,111,Intro to Anthropology (DIS),A12,Discussion,T,4:25 pm - 5:25 pm
ANTH,111,Intro to Anthropology (DIS),A13,Discussion,T,6:00 pm - 7:00 pm
ANTH,111,Intro to Anthropology (DIS),A14,Discussion,T,6:00 pm - 7:00 pm
ANTH,111,Intro to Anthropology (DIS),A15,Discussion,T,7:35 pm - 8:35 pm
ANTH,111,Intro to Anthropology (DIS),A16,Discussion,T,7:35 pm - 8:35 pm
ANTH,111,Intro To Anthropology (DIS),A17,Discussion,T,2:50 pm - 3:50 pm
ANTH,111,Intro To Anthropology (DIS),A18,Discussion,T,4:25 pm - 5:25 pm
ANTH,114,"Lang,Cult&Communic in US (LEC)",A 0,Lecture,MWF,12:00 pm - 1:00 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A01,Discussion,R,8:30 am - 9:30 am
ANTH,114,"Lang,Cult&Communic in US (DIS)",A02,Discussion,R,9:40 am - 10:40 am
ANTH,114,"Lang,Cult&Communic in US (DIS)",A03,Discussion,R,10:50 am - 11:50 am
ANTH,114,"Lang,Cult&Communic in US (DIS)",A04,Discussion,R,12:00 pm - 1:00 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A05,Discussion,R,1:10 pm - 2:10 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A06,Discussion,R,2:20 pm - 3:20 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A07,Discussion,R,3:30 pm - 4:30 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A08,Discussion,R,4:40 pm - 5:40 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A09,Discussion,R,6:00 pm - 7:00 pm
ANTH,114,"Lang,Cult&Communic in US (DIS)",A10,Discussion,R,7:00 pm - 8:00 pm
ANTH,166,Intro to Social Anth (LEC),90,Lecture,TR,11:40 am - 1:05 pm
ANTH,166,Intro to Sociocultural Anth,91,Lecture,TR,2:50 pm - 4:15 pm
ANTH,167,Intro Prehistoric Archaeology,A 0,Lecture,MWF,10:50 am - 11:50 am
ANTH,167,Intro Prehistoric Archaeology,A01,Discussion,T,8:40 am - 9:40 am
ANTH,167,Intro Prehistoric Archaeology,A02,Discussion,T,10:05 am - 11:05 am
ANTH,167,Intro Prehistoric Archaeology,A03,Discussion,T,11:15 am - 12:15 pm
ANTH,167,Intro Prehistoric Archaeology,A04,Discussion,T,4:25 pm - 5:25 pm
ANTH,180B,Writing the World,01,Discussion,MWF,9:40 am - 10:40 am
ANTH,180C,Religions of the World,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,213,Cross-Cultural Communication,90,Lecture,TR,8:30 am - 9:55 am
ANTH,221,Anthro of Sex & Sexuality,90,Lecture,TR,1:15 pm - 2:40 pm
ANTH,242,"Biology, Culture and Lifestyle",90,Lecture,MWF,3:30 pm - 4:30 pm
ANTH,243,Medical Anthro:Humn Bio.& Hlth,01,Discussion,MWF,9:40 am - 10:40 am
ANTH,252,People Of The Pacific,01,Discussion,TR,10:05 am - 11:30 am
ANTH,280B,Youth & Pop. Cult in N Africa,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,280C,Cultures and Society in Israel,01,Discussion,MWF,9:40 am - 10:40 am
ANTH,280F,Evolution For Everyone (LEC),A 0,Lecture,TR,1:15 pm - 2:40 pm
ANTH,280F,Evolution For Everyone (DIS),A01,Discussion,M,2:20 pm - 3:20 pm
ANTH,280F,Evolution For Everyone (DIS),A02,Discussion,M,3:30 pm - 4:30 pm
ANTH,280F,Evolution For Everyone (DIS),A03,Discussion,W,2:20 pm - 3:20 pm
ANTH,280F,Evolution For Everyone (DIS),A04,Discussion,W,5:50 pm - 6:50 pm
ANTH,280F,Evolution For Everyone (DIS),A05,Discussion,W,3:30 pm - 4:30 pm
ANTH,280F,Evolution For Everyone (DIS),A06,Discussion,W,4:40 pm - 5:40 pm
ANTH,280H,Archaeology of Religion,01,Discussion,MWF,9:40 am - 10:40 am
ANTH,280K,Social Studies in Science&Tech,01,Discussion,MWF,12:00 pm - 1:00 pm
ANTH,280L,Intro to African Religion,01,Discussion,TR,10:05 am - 11:30 am
ANTH,280Z,Eating Arch: Cooki up the Past,01,Discussion,MWF,2:20 pm - 3:20 pm
ANTH,305,MolecularAnthropologyMethod II,A 0,Lecture,W,12:00 pm - 2:00 pm
ANTH,305,MolecularAnthropologyMethod II,A50,Activity,,TBA
ANTH,305,MolecularAnthropologyMethod II,A51,Activity,,TBA
ANTH,306,FRI Community Public Health II,A 0,Lecture,W,3:30 pm - 5:30 pm
ANTH,306,FRI Community Public Health II,A50,Activity,,TBA
ANTH,306,FRI Community Public Health II,A51,Activity,,TBA
ANTH,332,Forensic Anthropology,01,Discussion,TR,1:15 pm - 2:40 pm
ANTH,336,Human Skeleton,01,Discussion,MWF,10:50 am - 11:50 am
ANTH,342,Ice Age Europe Through Fiction,01,Discussion,TR,10:05 am - 11:30 am
ANTH,363,Anthro of Developing Nations,01,Discussion,TR,10:05 am - 11:30 am
ANTH,372S,Field Method of Arch SONORA,01,Discussion,MWF,9:40 am - 10:40 am
ANTH,380C,Arabic Civilization & Culture,01,Discussion,TR,10:05 am - 11:30 am
ANTH,380E,Intro-Community&Public Health,01,Discussion,W,8:30 am - 11:30 am
ANTH,380V,Blood & Thrones/Maya Art &Arch,01,Discussion,TR,10:05 am - 11:30 am
ANTH,392,Cross-Cultural Immersion,01,Discussion,,TBA
ANTH,392,Cross-Cultural Immersion,05,Discussion,,TBA
ANTH,392,Cross-Cultural Immersion,06,Discussion,,TBA
ANTH,392,Cross-Cultural Immersion,07,Discussion,,TBA
ANTH,393,Basic Research in Anthro,04,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,05,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,08,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,09,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,10,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,11,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,12,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,14,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,15,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,22,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,23,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,24,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,28,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,31,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,32,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,33,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,34,Independent Study,T,1:15 pm - 2:15 pm
ANTH,393,Basic Research in Anthro,35,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,37,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,38,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,39,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,40,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,44,Independent Study,,TBA
ANTH,426,Ancient DNA and Forensics Lab,01,Discussion,W,3:00 pm - 6:00 pm
ANTH,427,Case Studies in Global Health,01,Discussion,MWF,8:30 am - 9:30 am
ANTH,443,Language Culture And Semiotics,01,Discussion,M,5:50 pm - 8:50 pm
ANTH,454,"Kinship, Gender & Sexuality",01,Discussion,T,4:25 pm - 7:25 pm
ANTH,455,Cultures of Expertise,01,Seminar,W,5:50 pm - 8:50 pm
ANTH,470,Paleoethnobotany,50,Activity,TR,1:15 pm - 2:40 pm
ANTH,473,Lithic Technology,01,Discussion,W,9:40 am - 12:40 pm
ANTH,480B,Ethical Issue in Anthro,01,Discussion,R,2:50 pm - 5:50 pm
ANTH,480J,Global Health,01,Seminar,T,4:25 pm - 7:25 pm
ANTH,480L,The Global & Local in Anthro,01,Seminar,R,1:15 pm - 4:15 pm
ANTH,480M,Near East Complex Society,01,Discussion,M,1:10 pm - 4:10 pm
ANTH,480P,"Language, Ideology, and Policy",01,Discussion,W,4:40 pm - 7:40 pm
ANTH,490A,Global Studies Capstone Sem,02,Discussion,T,6:00 pm - 7:25 pm
ANTH,490A,Global Studies Capstone Sem,03,Discussion,M,4:40 pm - 6:05 pm
ANTH,490A,Global Studies Capstone Sem,04,Discussion,R,10:05 am - 11:30 am
ANTH,490A,Global Studies Capstone Sem,05,Discussion,T,11:40 am - 1:05 pm
ANTH,490A,Global Studies Capstone Sem,06,Discussion,W,4:40 pm - 6:05 pm
ANTH,490B,Global Studies Capstone Sem,02,Discussion,T,6:00 pm - 7:25 pm
ANTH,490B,Global Studies Capstone Sem,03,Discussion,M,4:40 pm - 6:05 pm
ANTH,490B,Global Studies Capstone Sem,04,Discussion,R,10:05 am - 11:30 am
ANTH,490B,Global Studies Capstone Sem,05,Discussion,T,11:40 am - 1:05 pm
ANTH,490B,Global Studies Capstone Sem,06,Discussion,W,4:40 pm - 6:05 pm
ANTH,491,Practicum In College Teaching,01,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,03,Independent Study,,TBA
