subject,code,course,section,type,days,time
BIOL,597,Independent Study,13,Independent Study,,TBA
BIOL,597,Independent Study,15,Independent Study,,TBA
BIOL,597,Independent Study,16,Independent Study,,TBA
BIOL,597,Independent Study,17,Independent Study,,TBA
BIOL,597,Independent Study,18,Independent Study,,TBA
BIOL,597,Independent Study,19,Independent Study,,TBA
BIOL,597,Independent Study,20,Independent Study,,TBA
BIOL,597,Independent Study,23,Independent Study,,TBA
BIOL,597,Independent Study,24,Independent Study,,TBA
BIOL,597,Independent Study,25,Independent Study,,TBA
BIOL,597,Independent Study,26,Independent Study,,TBA
BIOL,597,Independent Study,28,Independent Study,,TBA
BIOL,597,Independent Study,29,Independent Study,,TBA
BIOL,597,Independent Study,30,Independent Study,,TBA
BIOL,597,Independent Study,31,Independent Study,,TBA
BIOL,597,Independent Study,32,Independent Study,,TBA
BIOL,597,Independent Study,34,Independent Study,,TBA
BIOL,597,Independent Study,35,Independent Study,,TBA
BIOL,597,Independent Study,36,Independent Study,,TBA
BIOL,597,Independent Study,37,Independent Study,,TBA
BIOL,597,Independent Study,39,Independent Study,,TBA
BIOL,597,Independent Study,40,Independent Study,,TBA
BIOL,597,Independent Study,41,Independent Study,,TBA
BIOL,597,Independent Study,42,Independent Study,,TBA
BIOL,597,Independent Study,43,Independent Study,,TBA
BIOL,597,Independent Study,44,Independent Study,,TBA
BIOL,597,Independent Study,45,Independent Study,,TBA
BIOL,597,Independent Study,48,Independent Study,,TBA
BIOL,597,Independent Study,49,Independent Study,,TBA
BIOL,597,Independent Study,50,Independent Study,,TBA
BIOL,597,Independent Study,52,Independent Study,,TBA
BIOL,597,Independent Study,53,Independent Study,,TBA
BIOL,597,Independent Study,55,Independent Study,,TBA
BIOL,597,Independent Study,59,Independent Study,,TBA
BIOL,597,Independent Study,60,Independent Study,,TBA
BIOL,597,Independent Study,63,Independent Study,,TBA
BIOL,597,Independent Study,69,Independent Study,,TBA
BIOL,597,Independent Study,70,Independent Study,,TBA
BIOL,597,Independent Study,71,Independent Study,,TBA
BIOL,597,Independent Study,72,Independent Study,,TBA
BIOL,597,Independent Study,73,Independent Study,,TBA
BIOL,597,Independent Study,78,Independent Study,,TBA
BIOL,597,Independent Study,80,Independent Study,,TBA
BIOL,597A,Independent Study,04,Independent Study,,TBA
BIOL,597A,Independent Study,15,Independent Study,,TBA
BIOL,599,Thesis,02,Independent Study,,TBA
BIOL,599,Thesis,03,Independent Study,,TBA
BIOL,599,Thesis,04,Independent Study,,TBA
BIOL,599,Thesis,05,Independent Study,,TBA
BIOL,599,Thesis,06,Independent Study,,TBA
BIOL,599,Thesis,07,Independent Study,,TBA
BIOL,599,Thesis,08,Independent Study,,TBA
BIOL,599,Thesis,10,Independent Study,,TBA
BIOL,599,Thesis,11,Independent Study,,TBA
BIOL,599,Thesis,13,Independent Study,,TBA
BIOL,599,Thesis,15,Independent Study,,TBA
BIOL,599,Thesis,16,Independent Study,,TBA
BIOL,599,Thesis,17,Independent Study,,TBA
BIOL,599,Thesis,18,Independent Study,,TBA
BIOL,599,Thesis,19,Independent Study,,TBA
BIOL,599,Thesis,20,Independent Study,,TBA
BIOL,599,Thesis,23,Independent Study,,TBA
BIOL,599,Thesis,24,Independent Study,,TBA
BIOL,599,Thesis,25,Independent Study,,TBA
BIOL,599,Thesis,26,Independent Study,,TBA
BIOL,599,Thesis,28,Independent Study,,TBA
BIOL,599,Thesis,29,Independent Study,,TBA
BIOL,599,Thesis,30,Independent Study,,TBA
BIOL,599,Thesis,31,Independent Study,,TBA
BIOL,599,Thesis,32,Independent Study,,TBA
BIOL,599,Thesis,34,Independent Study,,TBA
BIOL,599,Thesis,35,Independent Study,,TBA
BIOL,599,Thesis,36,Independent Study,,TBA
BIOL,599,Thesis,39,Independent Study,,TBA
BIOL,599,Thesis,40,Independent Study,,TBA
BIOL,599,Thesis,41,Independent Study,,TBA
BIOL,599,Thesis,42,Independent Study,,TBA
BIOL,599,Thesis,43,Independent Study,,TBA
BIOL,599,Thesis,44,Independent Study,,TBA
BIOL,599,Thesis,45,Independent Study,,TBA
BIOL,599,Thesis,48,Independent Study,,TBA
BIOL,599,Thesis,49,Independent Study,,TBA
BIOL,599,Thesis,50,Independent Study,,TBA
BIOL,599,Thesis,51,Independent Study,,TBA
BIOL,599,Thesis,52,Independent Study,,TBA
BIOL,599,Thesis,59,Independent Study,,TBA
BIOL,602Q,Topics in EEB,01,Discussion,F,12:00 pm - 1:00 pm
BIOL,680M,MA CAPSTONE 1,01,Discussion,T,1:15 pm - 3:15 pm
BIOL,680X,Departmental Seminar Series,01,Seminar,F,3:30 pm - 4:30 pm
BIOL,696,Research In Biology,02,Independent Study,TR,4:25 pm - 5:50 pm
BIOL,696,Research In Biology,03,Independent Study,,TBA
BIOL,696,Research In Biology,04,Independent Study,,TBA
BIOL,696,Research In Biology,05,Independent Study,,TBA
BIOL,696,Research In Biology,06,Independent Study,,TBA
BIOL,696,Research In Biology,07,Independent Study,,TBA
BIOL,696,Research In Biology,08,Independent Study,,TBA
BIOL,696,Research In Biology,10,Independent Study,,TBA
BIOL,696,Research In Biology,11,Independent Study,,TBA
BIOL,696,Research In Biology,13,Independent Study,,TBA
BIOL,696,Research In Biology,15,Independent Study,,TBA
BIOL,696,Research In Biology,16,Independent Study,,TBA
BIOL,696,Research In Biology,17,Independent Study,,TBA
BIOL,696,Research In Biology,18,Independent Study,,TBA
BIOL,696,Research In Biology,19,Independent Study,,TBA
BIOL,696,Research In Biology,20,Independent Study,,TBA
BIOL,696,Research In Biology,22,Independent Study,,TBA
BIOL,696,Research In Biology,23,Independent Study,,TBA
BIOL,696,Research In Biology,24,Independent Study,,TBA
BIOL,696,Research In Biology,25,Independent Study,,TBA
BIOL,696,Research In Biology,26,Independent Study,,TBA
BIOL,696,Research In Biology,28,Independent Study,,TBA
BIOL,696,Research In Biology,29,Independent Study,,TBA
BIOL,696,Research In Biology,30,Independent Study,,TBA
BIOL,696,Research In Biology,31,Independent Study,,TBA
BIOL,696,Research In Biology,32,Independent Study,,TBA
BIOL,696,Research In Biology,34,Independent Study,,TBA
BIOL,696,Research In Biology,35,Independent Study,,TBA
BIOL,696,Research In Biology,36,Independent Study,,TBA
BIOL,696,Research In Biology,39,Independent Study,,TBA
BIOL,696,Research In Biology,40,Independent Study,,TBA
BIOL,696,Research In Biology,42,Independent Study,,TBA
BIOL,696,Research In Biology,43,Independent Study,,TBA
BIOL,696,Research In Biology,44,Independent Study,,TBA
BIOL,696,Research In Biology,45,Independent Study,,TBA
BIOL,696,Research In Biology,48,Independent Study,,TBA
BIOL,696,Research In Biology,49,Independent Study,,TBA
BIOL,696,Research In Biology,50,Independent Study,,TBA
BIOL,696,Research In Biology,51,Independent Study,,TBA
BIOL,696,Research In Biology,52,Independent Study,,TBA
BIOL,696,Research In Biology,53,Independent Study,,TBA
BIOL,696,Research In Biology,55,Independent Study,,TBA
BIOL,696,Research In Biology,59,Independent Study,,TBA
BIOL,696,Research In Biology,60,Independent Study,,TBA
BIOL,696,Research In Biology,63,Independent Study,,TBA
BIOL,696,Research In Biology,70,Independent Study,,TBA
BIOL,699,Dissertation Research,02,Independent Study,,TBA
BIOL,699,Dissertation Research,03,Independent Study,,TBA
BIOL,699,Dissertation Research,04,Independent Study,,TBA
BIOL,699,Dissertation Research,05,Independent Study,,TBA
BIOL,699,Dissertation Research,06,Independent Study,,TBA
BIOL,699,Dissertation Research,07,Independent Study,,TBA
BIOL,699,Dissertation Research,08,Independent Study,,TBA
BIOL,699,Dissertation Research,10,Independent Study,,TBA
BIOL,699,Dissertation Research,11,Independent Study,,TBA
BIOL,699,Dissertation Research,13,Independent Study,,TBA
BIOL,699,Dissertation Research,15,Independent Study,,TBA
BIOL,699,Dissertation Research,16,Independent Study,,TBA
BIOL,699,Dissertation Research,17,Independent Study,,TBA
BIOL,699,Dissertation Research,18,Independent Study,,TBA
BIOL,699,Dissertation Research,19,Independent Study,,TBA
BIOL,699,Dissertation Research,20,Independent Study,,TBA
BIOL,699,Dissertation Research,22,Independent Study,,TBA
BIOL,699,Dissertation Research,23,Independent Study,,TBA
BIOL,699,Dissertation Research,24,Independent Study,,TBA
BIOL,699,Dissertation Research,25,Independent Study,,TBA
BIOL,699,Dissertation Research,26,Independent Study,,TBA
BIOL,699,Dissertation Research,28,Independent Study,,TBA
BIOL,699,Dissertation Research,29,Independent Study,,TBA
BIOL,699,Dissertation Research,30,Independent Study,,TBA
BIOL,699,Dissertation Research,31,Independent Study,,TBA
BIOL,699,Dissertation Research,32,Independent Study,,TBA
BIOL,699,Dissertation Research,34,Independent Study,,TBA
BIOL,699,Dissertation Research,35,Independent Study,,TBA
BIOL,699,Dissertation Research,36,Independent Study,,TBA
BIOL,699,Dissertation Research,39,Independent Study,,TBA
BIOL,699,Dissertation Research,40,Independent Study,,TBA
BIOL,699,Dissertation Research,41,Independent Study,,TBA
BIOL,699,Dissertation Research,42,Independent Study,,TBA
BIOL,699,Dissertation Research,43,Independent Study,,TBA
BIOL,699,Dissertation Research,44,Independent Study,,TBA
BIOL,699,Dissertation Research,45,Independent Study,,TBA
BIOL,699,Dissertation Research,48,Independent Study,,TBA
BIOL,699,Dissertation Research,49,Independent Study,,TBA
BIOL,699,Dissertation Research,50,Independent Study,,TBA
BIOL,699,Dissertation Research,51,Independent Study,,TBA
BIOL,699,Dissertation Research,52,Independent Study,,TBA
BIOL,699,Dissertation Research,55,Independent Study,,TBA
BIOL,699,Dissertation Research,59,Independent Study,,TBA
BIOL,699,Dissertation Research,60,Independent Study,,TBA
BIOL,699,Dissertation Research,63,Independent Study,,TBA
BIOL,699,Dissertation Research,70,Independent Study,,TBA
BIOL,700,Continuous Registration,02,Independent Study,,TBA
BIOL,700,Continuous Registration,03,Independent Study,,TBA
BIOL,700,Continuous Registration,04,Independent Study,,TBA
BIOL,700,Continuous Registration,05,Independent Study,,TBA
BIOL,700,Continuous Registration,06,Independent Study,,TBA
BIOL,700,Continuous Registration,07,Independent Study,,TBA
BIOL,700,Continuous Registration,08,Independent Study,,TBA
BIOL,700,Continuous Registration,10,Independent Study,,TBA
BIOL,700,Continuous Registration,11,Independent Study,,TBA
BIOL,700,Continuous Registration,13,Independent Study,,TBA
BIOL,700,Continuous Registration,15,Independent Study,,TBA
BIOL,700,Continuous Registration,16,Independent Study,,TBA
BIOL,700,Continuous Registration,17,Independent Study,,TBA
BIOL,700,Continuous Registration,18,Independent Study,,TBA
BIOL,700,Continuous Registration,19,Independent Study,,TBA
BIOL,700,Continuous Registration,20,Independent Study,,TBA
BIOL,700,Continuous Registration,23,Independent Study,,TBA
BIOL,700,Continuous Registration,24,Independent Study,,TBA
BIOL,700,Continuous Registration,25,Independent Study,,TBA
BIOL,700,Continuous Registration,26,Independent Study,,TBA
BIOL,700,Continuous Registration,28,Independent Study,,TBA
BIOL,700,Continuous Registration,29,Independent Study,,TBA
BIOL,700,Continuous Registration,30,Independent Study,,TBA
BIOL,700,Continuous Registration,43,Independent Study,,TBA
BIOL,700,Continuous Registration,45,Independent Study,,TBA
BIOL,700,Continuous Registration,49,Independent Study,,TBA
BIOL,700,Continuous Registration,50,Independent Study,,TBA
BLS,111,Legal Environment Of Mgmt I,01,Discussion,MWF,8:30 am - 9:30 am
BLS,111,Legal Environment Of Mgmt I,02,Discussion,MWF,9:40 am - 10:40 am
BLS,111,Legal Environment Of Mgmt I,03,Discussion,MW,6:00 pm - 7:25 pm
BLS,111,Legal Environment Of Mgmt I,04,Discussion,TR,6:00 pm - 7:25 pm
BLS,111,Legal Environment Of Mgmt I,05,Discussion,MW,7:35 pm - 9:00 pm
BLS,111,Legal Environment Of Mgmt I,06,Discussion,TR,7:35 pm - 9:00 pm
BLS,112,Legal Environment Of Mgmt II,01,Discussion,TR,6:00 pm - 7:25 pm
BLS,112,Legal Environment Of Mgmt II,02,Discussion,TR,7:35 pm - 9:00 pm
BME,201,Intro to Biomedical Eng,90,Lecture,MW,3:30 pm - 4:55 pm
BME,295,BU Science Internship,12,Internship,,TBA
BME,313,Biomaterials,90,Lecture,MWF,3:30 pm - 4:30 pm
BME,318,Biomechanics,90,Lecture,MWF,9:40 am - 10:40 am
BME,324,Biomedical Instruments,A 0,Lecture,TR,8:30 am - 9:55 am
BME,324,Biomedical Instruments,A50,Activity,M,12:00 pm - 3:00 pm
BME,324,Biomedical Instruments,A51,Activity,W,12:00 pm - 3:00 pm
BME,324,Biomedical Instruments,A52,Activity,W,4:40 pm - 7:40 pm
BME,324,Biomedical Instruments,A53,Activity,M,4:40 pm - 7:40 pm
BME,330,Biothermodynamics,90,Lecture,MWF,8:30 am - 9:30 am
BME,413,Biomedical Transport Phenomena,90,Lecture,MWF,9:40 am - 10:40 am
BME,420,Biomed Devices & Diagnostics,90,Lecture,MWF,3:30 pm - 4:30 pm
BME,432,Ethics in Engineering,90,Lecture,MWF,8:30 am - 9:30 am
BME,433,Human Physiology,90,Lecture,TR,10:05 am - 11:30 am
BME,442,Nanotechnology & Drug Delivery,90,Lecture,TR,1:15 pm - 2:40 pm
BME,444,Undergraduate Course Assistant,01,Independent Study,,TBA
BME,450,Biomedical Eng Design I,A 0,Lecture,TR,8:30 am - 9:55 am
BME,450,Biomedical Eng Design I,A51,Activity,TR,6:00 pm - 7:25 pm
BME,470,Advanced Bioinformatics,90,Lecture,TR,4:25 pm - 5:50 pm
BME,483,Tissue Engineering,90,Lecture,TR,2:50 pm - 4:15 pm
BME,499,Undergraduate Research,05,Independent Study,,TBA
BME,499,Undergraduate Research,12,Independent Study,,TBA
BME,499,Undergraduate Research,21,Independent Study,,TBA
BME,499,Undergraduate Research,26,Independent Study,,TBA
BME,499,Undergraduate Research,27,Independent Study,,TBA
BME,499,Undergraduate Research,33,Independent Study,,TBA
BME,520,Biomed Devices & Diagnostics,90,Lecture,MWF,3:30 pm - 4:30 pm
BME,524,Grad Sem in Complex Science,01,Discussion,W,8:30 am - 9:30 am
BME,533,Human Physiology,90,Lecture,TR,10:05 am - 11:30 am
BME,542,Nanotechnology & Drug Delivery,90,Lecture,TR,1:15 pm - 2:40 pm
BME,570,Adv Bioinformatics,90,Lecture,TR,4:25 pm - 5:50 pm
BME,583,Tissue Engineering,90,Lecture,TR,2:50 pm - 4:15 pm
BME,590,Grad Seminar in Biomedical Eng,01,Seminar,M,1:00 pm - 2:00 pm
BME,592,Teaching Practicum,05,Independent Study,,TBA
BME,592,Teaching Practicum,12,Independent Study,,TBA
BME,592,Teaching Practicum,20,Independent Study,,TBA
BME,592,Teaching Practicum,21,Independent Study,,TBA
BME,592,Teaching Practicum,23,Independent Study,,TBA
BME,592,Teaching Practicum,26,Independent Study,,TBA
BME,592,Teaching Practicum,27,Independent Study,,TBA
BME,592,Teaching Practicum,28,Independent Study,,TBA
BME,592,Teaching Practicum,32,Independent Study,,TBA
BME,592,Teaching Practicum,33,Independent Study,,TBA
BME,592,Teaching Practicum,34,Independent Study,,TBA
BME,592,Teaching Practicum,35,Independent Study,,TBA
BME,592,Teaching Practicum,36,Independent Study,,TBA
BME,594,Industrial Internship,05,Independent Study,,TBA
BME,594,Industrial Internship,12,Independent Study,,TBA
BME,594,Industrial Internship,21,Independent Study,,TBA
BME,594,Industrial Internship,26,Independent Study,,TBA
BME,594,Industrial Internship,27,Independent Study,,TBA
BME,594,Industrial Internship,33,Independent Study,,TBA
BME,594,Industrial Internship,34,Independent Study,,TBA
BME,594,Industrial Internship,35,Independent Study,,TBA
BME,597,Independent Study,05,Independent Study,,TBA
BME,597,Independent Study,12,Independent Study,,TBA
BME,597,Independent Study,20,Independent Study,,TBA
BME,597,Independent Study,21,Independent Study,,TBA
BME,597,Independent Study,23,Independent Study,,TBA
BME,597,Independent Study,26,Independent Study,,TBA
BME,597,Independent Study,27,Independent Study,,TBA
BME,597,Independent Study,33,Independent Study,,TBA
BME,597,Independent Study,34,Independent Study,,TBA
BME,597,Independent Study,35,Independent Study,,TBA
BME,597,Independent Study,36,Independent Study,,TBA
BME,597,Independent Study,37,Independent Study,,TBA
BME,598,Project,05,Independent Study,,TBA
BME,598,Project,09,Independent Study,,TBA
BME,598,Project,12,Independent Study,,TBA
BME,598,Project,20,Independent Study,,TBA
BME,598,Project,21,Independent Study,,TBA
BME,598,Project,23,Independent Study,,TBA
BME,598,Project,25,Independent Study,,TBA
BME,598,Project,26,Independent Study,,TBA
BME,598,Project,27,Independent Study,,TBA
BME,598,Project,33,Independent Study,,TBA
BME,598,Project,34,Independent Study,,TBA
BME,598,Project,35,Independent Study,,TBA
BME,598,Project,37,Independent Study,,TBA
BME,599,Thesis,05,Independent Study,,TBA
BME,599,Thesis,09,Independent Study,,TBA
BME,599,Thesis,12,Independent Study,,TBA
BME,599,Thesis,20,Independent Study,,TBA
BME,599,Thesis,21,Independent Study,,TBA
BME,599,Thesis,23,Independent Study,,TBA
BME,599,Thesis,25,Independent Study,,TBA
BME,599,Thesis,26,Independent Study,,TBA
BME,599,Thesis,27,Independent Study,,TBA
BME,599,Thesis,33,Independent Study,,TBA
BME,599,Thesis,34,Independent Study,,TBA
BME,599,Thesis,35,Independent Study,,TBA
BME,599,Thesis,36,Independent Study,,TBA
BME,599,Thesis,37,Independent Study,,TBA
BME,697,Advanced Independent Study,05,Independent Study,,TBA
BME,697,Advanced Independent Study,12,Independent Study,,TBA
BME,697,Advanced Independent Study,20,Independent Study,,TBA
BME,697,Advanced Independent Study,21,Independent Study,,TBA
BME,697,Advanced Independent Study,23,Independent Study,,TBA
BME,697,Advanced Independent Study,25,Independent Study,,TBA
BME,697,Advanced Independent Study,26,Independent Study,,TBA
BME,697,Advanced Independent Study,27,Independent Study,,TBA
BME,697,Advanced Independent Study,33,Independent Study,,TBA
BME,697,Advanced Independent Study,34,Independent Study,,TBA
BME,697,Advanced Independent Study,35,Independent Study,,TBA
BME,697,Advanced Independent Study,36,Independent Study,,TBA
BME,697,Advanced Independent Study,37,Independent Study,,TBA
BME,698,Predissertation Research,05,Independent Study,,TBA
BME,698,Predissertation Research,12,Independent Study,,TBA
BME,698,Predissertation Research,20,Independent Study,,TBA
BME,698,Predissertation Research,21,Independent Study,,TBA
BME,698,Predissertation Research,23,Independent Study,,TBA
BME,698,Predissertation Research,26,Independent Study,,TBA
BME,698,Predissertation Research,27,Independent Study,,TBA
BME,698,Predissertation Research,33,Independent Study,,TBA
BME,698,Predissertation Research,34,Independent Study,,TBA
BME,698,Predissertation Research,35,Independent Study,,TBA
BME,698,Predissertation Research,36,Independent Study,,TBA
BME,698,Predissertation Research,37,Independent Study,,TBA
BME,699,Dissertation Research,05,Independent Study,,TBA
BME,699,Dissertation Research,12,Independent Study,,TBA
BME,699,Dissertation Research,20,Independent Study,,TBA
BME,699,Dissertation Research,21,Independent Study,,TBA
BME,699,Dissertation Research,23,Independent Study,,TBA
BME,699,Dissertation Research,25,Independent Study,,TBA
BME,699,Dissertation Research,26,Independent Study,,TBA
BME,699,Dissertation Research,27,Independent Study,,TBA
BME,699,Dissertation Research,33,Independent Study,,TBA
BME,699,Dissertation Research,34,Independent Study,,TBA
BME,699,Dissertation Research,35,Independent Study,,TBA
BME,699,Dissertation Research,36,Independent Study,,TBA
BME,700,Continuous Registration,05,Independent Study,,TBA
BME,700,Continuous Registration,12,Independent Study,,TBA
BME,700,Continuous Registration,21,Independent Study,,TBA
BME,700,Continuous Registration,26,Independent Study,,TBA
BME,700,Continuous Registration,27,Independent Study,,TBA
BME,700,Continuous Registration,33,Independent Study,,TBA
BME,700,Continuous Registration,34,Independent Study,,TBA
BME,700,Continuous Registration,35,Independent Study,,TBA
BME,700,Continuous Registration,37,Independent Study,,TBA
CCPA,360,Community Schools,01,Discussion,R,1:40 pm - 4:40 pm
CCPA,480B,Genocide & Mass Atrocity Prev,01,Discussion,T,1:40 pm - 4:40 pm
CCPA,580,Intro to Graduate Writing/APA,01,Discussion,M,12:00 pm - 1:00 pm
CCPA,580,Intro to Graduate Writing/APA,02,Discussion,T,4:45 pm - 5:45 pm
CCPA,581,Intermediate Grad Writing/APA,01,Discussion,W,12:00 pm - 1:00 pm
CCPA,600,Research Design,01,Discussion,R,1:40 pm - 4:40 pm
CCPA,602,Qualitative Analysis,01,Seminar,R,5:50 pm - 8:50 pm
CCPA,610,"Positionality,SocJustc,Politcs",01,Seminar,M,1:40 pm - 4:40 pm
CCPA,612,Power & Policy for Social Chg,01,Seminar,W,1:40 pm - 4:40 pm
CCPA,650,Interdiscplnry and Comm Inqry,01,Seminar,W,1:40 pm - 4:40 pm
CCPA,680H,Multivariate Quant Methods CBR,01,Discussion,T,1:40 pm - 4:35 pm
CCPA,690,Research Experience I,01,Independent Study,,TBA
CCPA,691,Research Experience II,03,Independent Study,,TBA
CCPA,691,Research Experience II,04,Independent Study,,TBA
CCPA,691,Research Experience II,05,Independent Study,,TBA
CCPA,691,Research Experience II,06,Independent Study,,TBA
CCPA,692,Research Experience III,02,Independent Study,,TBA
CCPA,692,Research Experience III,03,Independent Study,,TBA
CCPA,692,Research Experience III,04,Independent Study,,TBA
CCPA,692,Research Experience III,05,Independent Study,,TBA
CCPA,692,Research Experience III,06,Independent Study,,TBA
CCPA,697,Independent Study,01,Independent Study,,TBA
CCPA,697,Independent Study,02,Independent Study,,TBA
CCPA,697,Independent Study,03,Independent Study,,TBA
CCPA,697,Independent Study,04,Independent Study,,TBA
CCPA,697,Independent Study,05,Independent Study,,TBA
CCPA,697,Independent Study,06,Independent Study,,TBA
CCPA,697,Independent Study,07,Independent Study,,TBA
CCPA,697,Independent Study,08,Independent Study,,TBA
CCPA,697,Independent Study,09,Independent Study,,TBA
CCPA,697,Independent Study,13,Independent Study,,TBA
CCPA,697,Independent Study,15,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,01,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,02,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,03,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,04,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,05,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,06,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,07,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,08,Independent Study,,TBA
CCPA,698,Pre-Dissertation Research,10,Independent Study,,TBA
CCPA,699,Dissertation,01,Independent Study,,TBA
CCPA,699,Dissertation,02,Independent Study,,TBA
CCPA,699,Dissertation,03,Independent Study,,TBA
CCPA,699,Dissertation,04,Independent Study,,TBA
CCPA,699,Dissertation,06,Independent Study,,TBA
CCPA,699,Dissertation,07,Independent Study,,TBA
CCPA,699,Dissertation,08,Independent Study,,TBA
CCPA,699,Dissertation,09,Independent Study,,TBA
CCPA,699,Dissertation,10,Independent Study,,TBA
CCPA,699,Dissertation,11,Independent Study,,TBA
CCPA,699,Dissertation,13,Independent Study,,TBA
CCPA,699,Dissertation,14,Independent Study,,TBA
CCPA,699,Dissertation,19,Independent Study,,TBA
CCPA,700,Continuous Registration,01,Independent Study,,TBA
CDCI,385,Prof Internship Pgm Oral Comm,03,Internship,MW,8:30 am - 10:30 am
CDCI,385,Prof Internship Pgm Oral Comm,04,Internship,W,11:40 am - 12:40 pm
CDCI,385,Prof Internship Pgm Oral Comm,05,Internship,R,4:25 pm - 5:25 pm
CDCI,385,Prof Internship Pgm Oral Comm,09,Internship,M,10:50 am - 11:50 am
CDCI,385,Prof Internship Pgm Oral Comm,10,Internship,W,4:40 pm - 5:40 pm
CDCI,385,Prof Internship Pgm Oral Comm,18,Internship,,TBA
CDCI,385,Prof Internship Pgm Oral Comm,25,Internship,T,4:25 pm - 5:25 pm
CDCI,385,Prof Internship Pgm Oral Comm,26,Internship,T,5:35 pm - 6:35 pm
CDCI,385,Prof Internship Pgm Oral Comm,27,Internship,R,2:50 pm - 3:50 pm
CDCI,395,Professional Internship Pgm,02,Internship,R,6:00 pm - 7:00 pm
CDCI,395,Professional Internship Pgm,03,Internship,W,1:00 pm - 2:00 pm
CDCI,395,Professional Internship Pgm,04,Internship,F,5:00 pm - 6:00 pm
CDCI,395,Professional Internship Pgm,06,Internship,T,4:25 pm - 5:25 pm
CDCI,395,Professional Internship Pgm,08,Internship,M,4:40 pm - 5:40 pm
CDCI,395,Professional Internship Pgm,09,Internship,F,8:30 am - 9:30 am
CDCI,395,Professional Internship Pgm,10,Internship,F,1:30 pm - 2:30 pm
CDCI,395,Professional Internship Pgm,11,Internship,F,12:00 pm - 1:00 pm
CDCI,395,Professional Internship Pgm,12,Internship,R,4:40 pm - 5:40 pm
CDCI,395,Professional Internship Pgm,13,Internship,,TBA
CDCI,395,Professional Internship Pgm,16,Internship,,TBA
CDCI,395,Professional Internship Pgm,20,Internship,F,8:30 am - 9:30 am
CDCI,395,Professional Internship Pgm,21,Internship,,TBA
CDCI,395,Professional Internship Pgm,23,Internship,WF,3:00 pm - 4:25 pm
CDCI,395,Professional Internship Pgm,35,Internship,F,3:30 pm - 4:30 pm
CDCI,395,Professional Internship Pgm,37,Internship,MW,3:00 pm - 4:00 pm
CDCI,395,Professional Internship Pgm,39,Internship,MW,3:30 pm - 4:30 pm
CDCI,395,Professional Internship Pgm,40,Internship,MW,2:20 pm - 3:20 pm
CDCI,395,Professional Internship Pgm,44,Internship,R,2:50 pm - 3:50 pm
CDCI,395,Professional Internship Pgm,48,Internship,W,6:00 pm - 7:00 pm
CDCI,496,Johnson City Mentor Program,01,Seminar,M,3:30 pm - 4:30 pm
CDCI,496,Johnson City Mentor Program,07,Internship,R,4:25 pm - 5:25 pm
CDCI,496,Johnson City Mentor Program,35,Internship,W,2:20 pm - 3:20 pm
CDCI,496,Johnson City Mentor Program,40,Internship,F,2:20 pm - 3:20 pm
CHEM,100,Basic Chemistry,90,Lecture,TR,4:25 pm - 5:50 pm
CHEM,100,Basic Chemistry,90,Lecture,R,7:35 pm - 9:00 pm
CHEM,101,Intro To Chemistry I (LEC),A 0,Lecture,TR,10:05 am - 11:30 am
CHEM,101,Intro To Chemistry I (LEC),A 0,Lecture,W,7:00 pm - 9:00 pm
CHEM,101,Intro To Chemistry I (ACT),A51,Activity,M,3:30 pm - 6:30 pm
CHEM,101,Intro To Chemistry I (ACT),A52,Activity,M,3:30 pm - 6:30 pm
CHEM,101,Intro To Chemistry I (ACT),A53,Activity,W,12:00 pm - 3:00 pm
CHEM,101,Intro To Chemistry I (ACT),A54,Activity,W,3:30 pm - 6:30 pm
CHEM,101,Intro To Chemistry I (ACT),A55,Activity,W,3:30 pm - 6:30 pm
CHEM,107,Intro Chem Principles I (LEC),A 0,Lecture,MWF,9:40 am - 10:40 am
CHEM,107,Intro Chem Principles I (LEC),A 0,Lecture,R,7:35 pm - 9:35 pm
CHEM,107,Intro Chem Principles I (ACT),A51,Activity,M,12:00 pm - 3:00 pm
CHEM,107,Intro Chem Principles I (ACT),A55,Activity,M,12:00 pm - 3:00 pm
CHEM,107,Intro Chem Principles I (ACT),A65,Activity,T,12:00 pm - 3:00 pm
CHEM,107,Intro Chem Principles I (ACT),A79,Activity,W,12:00 pm - 3:00 pm
CHEM,107,Intro Chem Principles I (ACT),A80,Activity,W,12:00 pm - 3:00 pm
CHEM,107,Intro Chem Principles I (ACT),A82,Activity,W,12:00 pm - 3:00 pm
CHEM,107,Intro Chem Principles I (ACT),A83,Activity,W,3:30 pm - 6:30 pm
CHEM,107,Intro Chem Principles I (ACT),A84,Activity,W,3:30 pm - 6:30 pm
CHEM,107,Intro Chem Principles I (LEC),B 1,Lecture,MWF,12:00 pm - 1:00 pm
CHEM,107,Intro Chem Principles I (LEC),B 1,Lecture,R,7:35 pm - 9:35 pm
CHEM,107,Intro Chem Principles I (ACT),B56,Activity,M,3:30 pm - 6:30 pm
